id,full description
193.txt,"“Memra 6: On Those Who Are Made Perfect and Continue to Grow - ܡܺܐܡܪܳܐ ܕܶܫܬܳܐ ܕܥܰܠ ܐ̱ܢܳܫ ܕܡܶܬܓܡܰܪ ܘܝܳܪܶܒ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/193."
194.txt,"“Memra 7: On the Commandments of the Upright - ܡܺܐܡܪܳܐ ܕܫܰܒܥܳܐ ܕܥܰܠ ܦܽܘܩܕ̈ܳܢܶܐ ܕܟܺܐܢ̈ܶܐ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/194."
195.txt,"“Memra 8: On One Who Gives All He Has to Feed the Poor - ܡܺܐܡܪܳܐ ܕܰܬܡܳܢܝܳܐ ܕܥܰܠ ܡܰܢ ܕܡܰܘܟܶܠ ܟܽܠ ܕܰܩܢܶܐ ܠܡܶܣ̈ܟܺܢܶܐ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/195."
196.txt,"“Memra 9: On Uprightness and the Love of the Upright and the Prophets - ܡܺܐܡܪܳܐ ܕܬܶܫܥܳܐ ܥܰܠ ܟܺܐܢܽܘܬܳܐ ܘܥܰܠ ܚܽܘܒܳܐ ܕܟܺܐܢ̈ܶܐ ܘܕܰܢܒܺܝ̈ܶܐ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/196."
197.txt,"“Memra 10 - ܡܺܐܡܪܳܐ ܕܥܶܣܪܳܐ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/197."
198.txt,"“Memra 11 - ܡܺܐܡܪܳܐ ܕܰܚܕܰܥܣܰܪ ܕܥܰܠ ܡܰܫܡܰܥܬܳܐ ܕܰܟܬܳܒ̈ܶܐ ܘܶܐܡܰܬܝ ܕܡܶܬܩܪܶܐ ܢܳܡܽܘܣܳܐ ܩܕܳܡܰܝܢ..” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/198."
199.txt,"“Memra 12: On the Hidden and Public Ministry of the Church - ܡܺܐܡܪܳܐ ܕܰܬܪ̈ܶܥܣܰܪ ܕܥܰܠ ܬܶܫܡܶܫܬܳܐ ܕܥܽܕ̱ܬܳܐ ܟܣܺܝܬܳܐ ܘܰܓܠܺܝܬܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/199."
200.txt,"“Memra 13: By the Same Author on the Ways of the Upright - ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܰܥܣܰܪ ܕܺܝܠܶܗ ܕܥܰܠ ܕܽܘܒܳܪ̈ܶܐ ܕܟܺܐܢ̈ܶܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/200."
201.txt,"“Memra 14: On the Upright and the Perfect - ܡܺܐܡܪܳܐ ܕܰܐܪܒܰܥܬܰܥܣܰܪ ܕܥܰܠ ܟܺܐܢ̈ܶܐ ܘܥܰܠ ܓܡܺܝܪ̈ܶܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/201."
202.txt,"“Memra 15: On Adam's Marital Desire - ܡܺܐܡܪܳܐ ܕܚܰܡܶܫܬܰܥܣܰܪ ܕܥܰܠ ܡܰܪܕܺܝܬܳܐ ܕܙܽܘܘܳܓܳܐ ܕܰܗܘܳܬ ܒܳܐܕܳܡ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/202."
203.txt,"“Memra 16: On How a Person May Surpass the Major Commandments - ܡܺܐܡܪܳܐ ܕܫܶܬܬܰܥܣܰܪ ܕܥܰܠ ܕܰܐܝܟܰܢ ܝܳܪܶܒ ܐ̱ܢܳܫ ܡܶܢ ܦܽܘܩ̈ܕܳܢܶܐ ܪܰܘܪ̈ܒܶܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/203."
204.txt,"“Memra 17: On the Sufferings of Our Lord Who Became Through Them an Example for Us - ܡܺܐܡܪܳܐ ܕܰܫܒܰܥܬܰܥܣܰܪ ܕܥܰܠ ܚܰܫܰܘ̈ܗ̱ܝ ܕܡܳܪܰܢ ܕܰܗܘܳܐ ܠܰܢ ܒܗܽܘܢ ܚܰܘܪܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/204."
205.txt,"“Memra 18: On the Tears of Prayer - ܡܺܐܡܪܳܐ ܕܰܬܡܳܢܬܰܥܣܰܪ ܕܥܰܠ ܕܶܡ̈ܥܶܐ ܕܰܨܠܽܘܬܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/205."
206.txt,"“Memra 19: On the Discernment of the Way of Perfection - ܡܺܐܡܪܳܐ ܕܰܬܫܰܥܣܰܪ ܕܥܰܠ ܦܽܘܪܫܳܢܳܐ ܕܽܐܘܪܚܳܐ ܕܰܓܡܺܝܪܽܘܬܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/206."
207.txt,"“Memra 20: On the Difficult Steps that are on the Road of the City of Our Lord - ܡܺܐܡܪܳܐ ܕܥܶܣܪ̈ܺܝܢ ܡܰܣ̈ܩܳܬܳܐ ܩܰܫܝ̈ܳܬܳܐ ܕܺܐܝܬ ܒܽܐܘܪܚܳܐ ܕܰܡܕܺܝܢ̱ܬܶܗ ܕܡܳܪܰܢ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 2 (Piscataway, NJ: Gorgias Press, 2011). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/207."
208.txt,"“Memra 21: On the Tree of Adam - ܡܺܐܡܪܳܐ ܕܥܶܣܪ̈ܺܝܢ ܘܚܰܕ ܕܥܰܠ ܐܺܝܠܳܢܳܐ ܕܳܐܕܳܡ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/208."
209.txt,"“Memra 22: On the Judgments That Do Not Save Those Who Observe Them - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܪ̈ܶܝܢ ܕܥܰܠ ܕܺܝܢ̈ܶܐ ܕܠܳܐ ܚܳܐܶܝܢ ܒܗܽܘܢ ܥܳܒ̈ܽܘܕܰܝܗܽܘܢ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/209."
210.txt,"“Memra 23: On Satan and Pharoah and the Israelites - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܠܳܬܳܐ ܕܥܰܠ ܤܳܛܳܢܳܐ ܘܥܰܠ ܦܶܪܥܽܘܢ ܒܢܰܝ̈ ܐܺܝܣܪܳܐܶܝܠ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/210."
211.txt,"“Memra 24: On Repentance - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܐܪܒܥܳܐ ܕܥܰܠ ܬܝܳܒܽܘܬܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/211."
212.txt,"“Memra 25: On the Voice of God and of Satan - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܚܰܡܫܳܐ ܕܥܰܠ ܒܰܪ̱ܬ ܩܳܠܳܐ ܕܰܐܠܳܗܳܐ ܘܰܕܤܳܛܳܢܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/212."
213.txt,"“Memra 26: On the Second Law That the Lord Established From Adam - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܶܫܬܳܐ ܥܰܠ ܢܳܡܺܘܣܳܐ ܕܰܬܪܶܝܢ ܕܣܳܡ ܡܳܪܝܳܐ ܠܳܐܕܳܡ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/213."
214.txt,"“Memra 27: About the History of the Thief Who is Saved - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܫܰܒܥܳܐ ܕܥܰܠ ܫܰܪܒܳܐ ܕܓܰܝ̈ܣܶܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/214."
215.txt,"“Memra 28: On the Fact That the Human Soul is Not Identical With the Blood - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܰܬܡܳܢܝܳܐ ܕܥܰܠ ܢܰܦܫܳܐ ܕܒܰܪܢܳܫܳܐ ܕܠܳܐ ܗܘܳܬ ܕܡܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/215."
216.txt,"“Memra 29: On the Discipline of the Body - ܡܺܐܡܪܳܐ ܕܥܶܣܪܺܝܢ ܘܬܶܫܥܳܐ ܕܥܰܠ ܟܽܘܒܳܫ ܦܰܓܪܳܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/216."
217.txt,"“Memra 30: On the Commandments of Faith and the Love of the Solitaries - ܡܺܐܡܪܳܐ ܕܰܬܠܳܬܺܝܢ. ܕܥܰܠ ܦܽܘܩܕ̈ܳܢܶܐ ܕܗܰܝܡܳܢܽܘܬܳܐ ܘܰܕܚܽܘܒܳܐ ܕܺܝܚܺܝ̈ܕܳܝܶܐ.” Based upon Robert Kitchen and Martien Parmentier eds., The Syriac Book of Steps vol. 3 (Piscataway, NJ: Gorgias Press, 2014). Digital Syriac Corpus. Last modified May 31, 2017. https://syriaccorpus.org/217."
218.txt,"“Book of Steps Preface - ܡܰܡܠ̱ܠܳܐ.” Based upon Robert Kitchen ed., The Syriac Book of Steps vol. 1 (Piscataway, NJ: Gorgias Press, 2009). Digital Syriac Corpus. Last modified May 30, 2017. https://syriaccorpus.org/218."
219.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Recognitions: Recognition 1.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/219."
220.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Recognitions: Recognition 2.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/220."
221.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Recognitions: Recognition 3.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/221."
222.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Recognitions: Recognition 4.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/222."
223.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Homilies: Homily 10.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/223."
224.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Homilies: Homily 11.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/224."
225.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Homilies: Homily 12.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/225."
226.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Homilies: Homily 13.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/226."
227.txt,"(Ps.-)Clement of Rome. “Pseudo-Clementine Homilies: Homily 14.” Based upon Paul de Lagarde, Clementis Romani Recognitiones syriace (Lipsiae: F.A. Brockhaus, 1861). Digital Syriac Corpus. Last modified July 12, 2017. https://syriaccorpus.org/227."
228.txt,"Dionysius bar Salibi. “Literal Commentary on Genesis - ܣܦܪܐ ܕܒܪܝܬܐ ܣܘܥܪܢܐܝܬ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 26, 2019. https://syriaccorpus.org/228."
229.txt,"Dionysius bar Salibi. “Literal Commentary on Exodus - ܦܘܼܫܩܐ ܣܘܥܪܢܝܐ ܕܣܦܪܐ ܕܬܪܝܢ ܕܡܿܟܢܼܫ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/229."
230.txt,"Dionysius bar Salibi. “Literal Commentary on Leviticus - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪܐ ܕܬܠܬ ܕܡܬܼܩܪܐ ܕܟܗ̈ܢܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/230."
231.txt,"Dionysius bar Salibi. “Literal Commentary on Numbers - ܦܘܼܫܩܐ ܕܣܦܪܐ ܪܒܝܼܥܝܐ ܕܡܬܼܩܪܐ ܕܡܢܝܢܐ ܕܡܦܫܩ ܣܘܥܪܢܐܝܬ .” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/231."
232.txt,"Dionysius bar Salibi. “Literal Commentary on Deuteronomy - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪܐ ܚܡܝܼܫܝܐ ܕܡܘܫܐ ܕܡܬܩܪܐ ܬܢܝܢ ܢܡܘܿܣܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/232."
233.txt,"Dionysius bar Salibi. “Literal Commentary on Job - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܟܬܒܐ ܕܐܝܘܒ ܒܙܥܘܪ̈ܝܬܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/233."
234.txt,"Dionysius bar Salibi. “Literal Commentary on Joshua - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܝܫܘܿܥ ܒܪܢܘܿܢ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/234."
235.txt,"Dionysius bar Salibi. “Literal Commentary on Judges - ܬܘܒ ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܫܦ̈ܐܛܐ ܒܙܒܢܐ ܕܕܝ̈ܢܿܐ ܠܝܬ ܗܼܘܐ ܒܝܣܪܐܝܠ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/235."
236.txt,"Dionysius bar Salibi. “Literal Commentary on Samuel - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܫܡܘܐܝܠ ܢܒܝܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/236."
237.txt,"Dionysius bar Salibi. “Literal Commentary on Kings - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܣܦܪ ܡܠ̈ܟܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/237."
238.txt,"Dionysius bar Salibi. “Literal Commentary on the Psalms - ܦܘܼܫܩܐ ܣܘܥܪܢܝܐ ܕܟܬܒܐ ܕܡܙܡܘܪ̈ܐ.” Based upon SOAH 00013. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/238."
239.txt,"Dionysius bar Salibi. “Literal Commentary on Proverbs - ܦܘܼܫܩܐ ܕܡ̈ܬܠܐ ܐܝܟ ܡܦܩܼܬܐ ܦܫܝܼܛܬܐ ܡܢܬܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/239."
240.txt,"Dionysius bar Salibi. “Literal Commentary on Ecclesiastes - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܟܬܒܐ ܕܩܘܼܗܠܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/240."
241.txt,"Dionysius bar Salibi. “Literal Commentary on the Song of Songs - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܒܡ̈ܢܘܬܐ ܡܼܢ ܫܐܪܬ݀ ܫܐܪ̈ܝܼܢ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/241."
242.txt,"Dionysius bar Salibi. “Literal Commentary on Isaiah - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܐܫܥܝܐ ܢܒܝܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/242."
243.txt,"Dionysius bar Salibi. “Literal and Spiritual Commentary on Jeremiah - ܦܘܼܫܩܐ ܕܬܠܬܐ ܕܟܬܒܐ ܕܐܪܡܝܐ ܢܒܝܐ ܣܘܼܥܪܢܝܐ ܘܪܘܼܚܢܝܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified April 12, 2018. https://syriaccorpus.org/243."
244.txt,"Dionysius bar Salibi. “Literal Commentary on Ezekiel - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܚܙܩܝܐܝܠ ܢܒܝܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/244."
245.txt,"Dionysius bar Salibi. “Literal Commentary on Daniel - ܦܘܼܫܩܐ ܕܟܬܒܐ ܕܕܢܝܐܝܠ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/245."
246.txt,"Dionysius bar Salibi. “Literal Commentary on Hosea - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܗܘܼܫܥ ܢܒܝܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/246."
247.txt,"Dionysius bar Salibi. “Literal Commentary on Joel - ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܝܘܿܐܝܠ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/247."
248.txt,"Dionysius bar Salibi. “Literal Commentary on Amos - ܦܘܼܫܩܐ ܕܥܡܘܿܣ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/248."
249.txt,"Dionysius bar Salibi. “Literal Commentary on Obadiah - ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܥܘܼܒܕܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/249."
250.txt,"Dionysius bar Salibi. “Literal Commentary on Jonah - ܦܘܼܫܩܐ ܕܝܘܢܢ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/250."
251.txt,"Dionysius bar Salibi. “Literal Commentary on Micah - ܦܘܼܫܩܐ ܕܢܒܝܘܼܬܗ ܕܡܝܼ̣ܐ ܣܘܼܥܪܢܐܝܼܬ ܡܝܼܟܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/251."
252.txt,"Dionysius bar Salibi. “Literal Commentary on Nahum - ܢܘܼܗܪܐ ܕܢܚܘܡ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/252."
253.txt,"Dionysius bar Salibi. “Literal Commentary on Habakkuk - ܢܘܼܗܪܐ ܕܚܒܩܘܿܩ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/253."
254.txt,"Dionysius bar Salibi. “Literal Commentary on Zephaniah - ܢܘܗܪܐ ܣܘܼܥܪܢܝܐ ܕܨܦܢܝܐ ܢܒܝܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/254."
255.txt,"Dionysius bar Salibi. “Literal Commentary on Haggai - ܦܘܼܫܩܐ ܣܘܼܥܪܢܝܐ ܕܢܒܝܘܼܬܗ ܕܚܓܝ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/255."
256.txt,"Dionysius bar Salibi. “Literal Commentary on Zechariah - ܦܘܼܫܩܐ ܕܙܟܪܝܐ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/256."
257.txt,"Dionysius bar Salibi. “Literal Commentary on Malachi - ܢܘܼܗܪܐ ܕܡܠܐܟܝܼ ܢܒܝܐ ܣܘܼܥܪܢܐܝܼܬ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/257."
258.txt,"Dionysius bar Salibi. “Commentary on Ben Sira - ܦܘܼܫܩܐ ܕܟܬܒܐ ܕܒܪ ܐܣܝܼܪܐ.” Based upon SOAH 00012. Digital Syriac Corpus. Last modified November 1, 2017. https://syriaccorpus.org/258."
259.txt,"Ephrem the Syrian. “Nisibis 1.” Based upon Edmund Beck ed., "Des Heiligen Ephraem der Syrers Carmina Nisibena.". Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/259."
260.txt,"Ephrem the Syrian. “Nisibis 2.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/260."
261.txt,"Ephrem the Syrian. “Nisibis 3.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/261."
262.txt,"Ephrem the Syrian. “Nisibis 4.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/262."
263.txt,"Ephrem the Syrian. “Nisibis 5.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/263."
264.txt,"Ephrem the Syrian. “Nisibis 6.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/264."
265.txt,"Ephrem the Syrian. “Nisibis 7.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/265."
266.txt,"Ephrem the Syrian. “Nisibis 9.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/266."
267.txt,"Ephrem the Syrian. “Nisibis 10.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/267."
268.txt,"Ephrem the Syrian. “Nisibis 11.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/268."
269.txt,"Ephrem the Syrian. “Nisibis 12.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/269."
270.txt,"Ephrem the Syrian. “Nisibis 13.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/270."
271.txt,"Ephrem the Syrian. “Nisibis 14.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/271."
272.txt,"Ephrem the Syrian. “Nisibis 15.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/272."
273.txt,"Ephrem the Syrian. “Nisibis 16.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/273."
274.txt,"Ephrem the Syrian. “Nisibis 17.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/274."
275.txt,"Ephrem the Syrian. “Nisibis 18.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/275."
276.txt,"Ephrem the Syrian. “Nisibis 19.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/276."
277.txt,"Ephrem the Syrian. “Nisibis 20.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/277."
278.txt,"Ephrem the Syrian. “Nisibis 21.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/278."
279.txt,"Ephrem the Syrian. “Nisibis 25.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/279."
280.txt,"Ephrem the Syrian. “Nisibis 26.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/280."
281.txt,"Ephrem the Syrian. “Nisibis 27.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/281."
282.txt,"Ephrem the Syrian. “Nisibis 28.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/282."
